Before inserting remove last two coloumns of each row, first few rows will be 
 (1, 'Adilabad', 'Aurangabad', '2022-06-29', '1A', 2000),
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '2A', 1800),
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '2S', 110),
..
..
..

INSERT INTO `classseats (`train_number`, `start_point`, `destination_point`, `journey_date`, `class_name`, `ticket_fare1`) VALUES
(1, 'Adilabad', 'Aurangabad', '2022-06-29', '1A', 2000, 46, 4),
(4, 'Nanded', 'Basar', '2022-07-05', '1A', 780, 30, 0),
(4, 'Nanded', 'Basar', '2022-07-05', '2A', 820, 30, 0),
(4, 'Nanded', 'Basar', '2022-07-05', '3A', 550, 60, 0),
(4, 'Nanded', 'Basar', '2022-07-14', '1A', 1200, 60, 0),
(4, 'Nanded', 'Basar', '2022-07-14', '2A', 1000, 100, 0),
(4, 'Nanded', 'Basar', '2022-07-14', '2S', 70, 450, 0),
(4, 'Nanded', 'Basar', '2022-07-14', '3A', 700, 150, 0),
(4, 'Nanded', 'Basar', '2022-07-14', 'SL', 200, 450, 0),
(4, 'Nanded', 'Secunderabad', '2022-06-30', '1A', 2400, 60, 0),
(4, 'Nanded', 'Secunderabad', '2022-06-30', '2A', 2000, 95, 5),
(4, 'Nanded', 'Secunderabad', '2022-06-30', '2S', 140, 450, 0),
(4, 'Nanded', 'Secunderabad', '2022-06-30', '3A', 1400, 150, 0),
(4, 'Nanded', 'Secunderabad', '2022-06-30', 'SL', 400, 444, 6),
(4, 'Nanded', 'Secunderabad', '2022-07-04', '1A', 580, 30, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-04', '2A', 870, 30, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-04', '3A', 560, 50, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-05', '1A', 890, 30, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-05', '2A', 960, 30, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-05', '3A', 850, 60, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-14', '1A', 2400, 60, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-14', '2A', 2000, 100, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-14', '2S', 140, 450, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-14', '3A', 1400, 150, 0),
(4, 'Nanded', 'Secunderabad', '2022-07-14', 'SL', 400, 450, 0),
(4, 'Nashik', 'Aurangabad', '2022-06-30', '1A', 1200, 60, 0),
(4, 'Nashik', 'Aurangabad', '2022-06-30', '2A', 1000, 100, 0),
(4, 'Nashik', 'Aurangabad', '2022-06-30', '2S', 70, 450, 0),
(4, 'Nashik', 'Aurangabad', '2022-06-30', '3A', 700, 150, 0),
(4, 'Nashik', 'Aurangabad', '2022-06-30', 'SL', 200, 450, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-04', '1A', 900, 30, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-04', '2A', 2700, 30, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-04', '3A', 450, 50, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-05', '1A', 850, 30, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-05', '2A', 450, 30, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-05', '3A', 850, 60, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-14', '1A', 1200, 60, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-14', '2A', 1000, 100, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-14', '2S', 70, 450, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-14', '3A', 700, 150, 0),
(4, 'Nashik', 'Aurangabad', '2022-07-14', 'SL', 200, 450, 0),
(4, 'Nashik', 'Basar', '2022-06-30', '1A', 3600, 60, 0),
(4, 'Nashik', 'Basar', '2022-06-30', '2A', 3000, 95, 5),
(4, 'Nashik', 'Basar', '2022-06-30', '2S', 210, 450, 0),
(4, 'Nashik', 'Basar', '2022-06-30', '3A', 2100, 150, 0),
(4, 'Nashik', 'Basar', '2022-06-30', 'SL', 600, 440, 10),
(4, 'Nashik', 'Basar', '2022-07-04', '1A', 650, 30, 0),
(4, 'Nashik', 'Basar', '2022-07-04', '2A', 800, 30, 0),
(4, 'Nashik', 'Basar', '2022-07-04', '3A', 140, 50, 0),
(4, 'Nashik', 'Basar', '2022-07-05', '1A', 850, 30, 0),
(4, 'Nashik', 'Basar', '2022-07-05', '2A', 560, 30, 0),
(4, 'Nashik', 'Basar', '2022-07-05', '3A', 550, 60, 0),
(4, 'Nashik', 'Basar', '2022-07-14', '1A', 3600, 60, 0),
(4, 'Nashik', 'Basar', '2022-07-14', '2A', 3000, 100, 0),
(4, 'Nashik', 'Basar', '2022-07-14', '2S', 210, 450, 0),
(4, 'Nashik', 'Basar', '2022-07-14', '3A', 2100, 150, 0),
(4, 'Nashik', 'Basar', '2022-07-14', 'SL', 600, 450, 0),
(4, 'Nashik', 'Nanded', '2022-06-30', '1A', 2400, 60, 0),
(4, 'Nashik', 'Nanded', '2022-06-30', '2A', 2000, 95, 5),
(4, 'Nashik', 'Nanded', '2022-06-30', '2S', 140, 450, 0),
(4, 'Nashik', 'Nanded', '2022-06-30', '3A', 1400, 150, 0),
(4, 'Nashik', 'Nanded', '2022-06-30', 'SL', 400, 440, 10),
(4, 'Nashik', 'Nanded', '2022-07-04', '1A', 500, 30, 0),
(4, 'Nashik', 'Nanded', '2022-07-04', '2A', 550, 30, 0),
(4, 'Nashik', 'Nanded', '2022-07-04', '3A', 960, 50, 0),
(4, 'Nashik', 'Nanded', '2022-07-05', '1A', 850, 30, 0),
(4, 'Nashik', 'Nanded', '2022-07-05', '2A', 560, 30, 0),
(4, 'Nashik', 'Nanded', '2022-07-05', '3A', 450, 60, 0),
(4, 'Nashik', 'Nanded', '2022-07-14', '1A', 2400, 60, 0),
(4, 'Nashik', 'Nanded', '2022-07-14', '2A', 2000, 100, 0),
(4, 'Nashik', 'Nanded', '2022-07-14', '2S', 140, 450, 0),
(4, 'Nashik', 'Nanded', '2022-07-14', '3A', 1400, 150, 0),
(4, 'Nashik', 'Nanded', '2022-07-14', 'SL', 400, 450, 0),
(4, 'Nashik', 'Secunderabad', '2022-06-30', '1A', 4800, 60, 0),
(4, 'Nashik', 'Secunderabad', '2022-06-30', '2A', 4000, 95, 5),
(4, 'Nashik', 'Secunderabad', '2022-06-30', '2S', 280, 450, 0),
(4, 'Nashik', 'Secunderabad', '2022-06-30', '3A', 2800, 150, 0),
(4, 'Nashik', 'Secunderabad', '2022-06-30', 'SL', 800, 440, 10),
(4, 'Nashik', 'Secunderabad', '2022-07-04', '1A', 200, 30, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-04', '2A', 500, 30, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-04', '3A', 520, 50, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-05', '1A', 450, 30, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-05', '2A', 560, 30, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-05', '3A', 580, 60, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-14', '1A', 4800, 60, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-14', '2A', 4000, 100, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-14', '2S', 280, 450, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-14', '3A', 2800, 150, 0),
(4, 'Nashik', 'Secunderabad', '2022-07-14', 'SL', 800, 450, 0),
(5, 'Jhansi', 'Kanpur', '2022-06-30', '2S', 180, 710, 10),
(5, 'Jhansi', 'Kanpur', '2022-06-30', 'CC', 500, 237, 9),
(5, 'Jhansi', 'Kanpur', '2022-07-03', '2S', 160, 720, 0),
(5, 'Jhansi', 'Kanpur', '2022-07-03', 'CC', 580, 360, 0),
(5, 'Jhansi', 'Kanpur', '2022-07-04', '2S', 150, 720, 0),
(5, 'Jhansi', 'Kanpur', '2022-07-04', 'CC', 580, 360, 0),
(5, 'Jhansi', 'Kanpur', '2022-07-13', '2S', 160, 720, 0),
(5, 'Jhansi', 'Kanpur', '2022-07-13', 'CC', 480, 240, 0),
(5, 'Jhansi', 'Lucknow', '2022-06-30', '2S', 250, 710, 10),
(5, 'Jhansi', 'Lucknow', '2022-06-30', 'CC', 900, 2397, 9),
(5, 'Jhansi', 'Lucknow', '2022-07-03', '2S', 220, 720, 0),
(5, 'Jhansi', 'Lucknow', '2022-07-03', 'CC', 850, 360, 0),
(5, 'Jhansi', 'Lucknow', '2022-07-04', '2S', 220, 720, 0),
(5, 'Jhansi', 'Lucknow', '2022-07-04', 'CC', 850, 360, 0),
(5, 'Jhansi', 'Lucknow', '2022-07-13', '2S', 220, 720, 0),
(5, 'Jhansi', 'Lucknow', '2022-07-13', 'CC', 600, 240, 0),
(5, 'Jhansi', 'Orai', '2022-06-30', '2S', 90, 710, 10),
(5, 'Jhansi', 'Orai', '2022-06-30', 'CC', 300, 237, 9),
(5, 'Jhansi', 'Orai', '2022-07-03', '2S', 80, 720, 0),
(5, 'Jhansi', 'Orai', '2022-07-03', 'CC', 300, 360, 0),
(5, 'Jhansi', 'Orai', '2022-07-04', '2S', 80, 720, 0),
(5, 'Jhansi', 'Orai', '2022-07-04', 'CC', 300, 360, 0),
(5, 'Jhansi', 'Orai', '2022-07-13', '2S', 90, 720, 0),
(5, 'Jhansi', 'Orai', '2022-07-13', 'CC', 270, 240, 0),
(5, 'Kanpur', 'Lucknow', '2022-06-30', '2S', 110, 716, 4),
(5, 'Kanpur', 'Lucknow', '2022-06-30', 'CC', 300, 237, 3),
(5, 'Kanpur', 'Lucknow', '2022-07-03', '2S', 100, 720, 0),
(5, 'Kanpur', 'Lucknow', '2022-07-03', 'CC', 340, 360, 0),
(5, 'Kanpur', 'Lucknow', '2022-07-04', '2S', 110, 720, 0),
(5, 'Kanpur', 'Lucknow', '2022-07-04', 'CC', 340, 360, 0),
(5, 'Kanpur', 'Lucknow', '2022-07-13', '2S', 1100, 720, 0),
(5, 'Kanpur', 'Lucknow', '2022-07-13', 'CC', 330, 240, 0),
(5, 'Orai', 'Kanpur', '2022-06-30', '2S', 100, 710, 10),
(5, 'Orai', 'Kanpur', '2022-06-30', 'CC', 300, 237, 9),
(5, 'Orai', 'Kanpur', '2022-07-03', '2S', 90, 720, 0),
(5, 'Orai', 'Kanpur', '2022-07-03', 'CC', 320, 360, 0),
(5, 'Orai', 'Kanpur', '2022-07-04', '2S', 90, 720, 0),
(5, 'Orai', 'Kanpur', '2022-07-04', 'CC', 320, 360, 0),
(5, 'Orai', 'Kanpur', '2022-07-13', '2S', 100, 720, 0),
(5, 'Orai', 'Kanpur', '2022-07-13', 'CC', 300, 240, 0),
(5, 'Orai', 'Lucknow', '2022-06-30', '2S', 220, 710, 10),
(5, 'Orai', 'Lucknow', '2022-06-30', 'CC', 400, 237, 9),
(5, 'Orai', 'Lucknow', '2022-07-03', '2S', 170, 720, 0),
(5, 'Orai', 'Lucknow', '2022-07-03', 'CC', 600, 360, 0),
(5, 'Orai', 'Lucknow', '2022-07-04', '2S', 170, 720, 0),
(5, 'Orai', 'Lucknow', '2022-07-04', 'CC', 560, 360, 0),
(5, 'Orai', 'Lucknow', '2022-07-13', '2S', 150, 720, 0),
(5, 'Orai', 'Lucknow', '2022-07-13', 'CC', 450, 240, 0),
(7, 'Aurangabad', 'Mumbai', '2022-06-29', '2S', 210, 840, 0),
(7, 'Aurangabad', 'Mumbai', '2022-06-29', 'CC', 440, 240, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-03', '2S', 170, 720, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-03', 'CC', 600, 360, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-04', '2S', 170, 720, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-04', 'CC', 600, 360, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-13', '2S', 190, 720, 0),
(7, 'Aurangabad', 'Mumbai', '2022-07-13', 'CC', 400, 240, 0),
(7, 'Aurangabad', 'Nashik', '2022-06-29', '2S', 100, 840, 0),
(7, 'Aurangabad', 'Nashik', '2022-06-29', 'CC', 230, 240, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-03', '2S', 90, 720, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-03', 'CC', 300, 360, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-04', '2S', 90, 720, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-04', 'CC', 300, 360, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-13', '2S', 100, 720, 0),
(7, 'Aurangabad', 'Nashik', '2022-07-13', 'CC', 210, 240, 0),
(7, 'Nanded', 'Aurangabad', '2022-06-29', '2S', 90, 840, 0),
(7, 'Nanded', 'Aurangabad', '2022-06-29', 'CC', 230, 240, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-03', '2S', 80, 720, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-03', 'CC', 300, 360, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-04', '2S', 80, 720, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-04', 'CC', 300, 360, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-13', '2S', 80, 720, 0),
(7, 'Nanded', 'Aurangabad', '2022-07-13', 'CC', 200, 240, 0),
(7, 'Nanded', 'Mumbai', '2022-06-29', '2S', 250, 840, 0),
(7, 'Nanded', 'Mumbai', '2022-06-29', 'CC', 570, 240, 0),
(7, 'Nanded', 'Mumbai', '2022-07-03', '2S', 220, 720, 0),
(7, 'Nanded', 'Mumbai', '2022-07-03', 'CC', 900, 360, 0),
(7, 'Nanded', 'Mumbai', '2022-07-04', '2S', 220, 720, 0),
(7, 'Nanded', 'Mumbai', '2022-07-04', 'CC', 900, 360, 0),
(7, 'Nanded', 'Mumbai', '2022-07-13', '2S', 220, 720, 0),
(7, 'Nanded', 'Mumbai', '2022-07-13', 'CC', 550, 240, 0),
(7, 'Nanded', 'Nashik', '2022-06-29', '2S', 170, 840, 0),
(7, 'Nanded', 'Nashik', '2022-06-29', 'CC', 460, 240, 0),
(7, 'Nanded', 'Nashik', '2022-07-03', '2S', 150, 720, 0),
(7, 'Nanded', 'Nashik', '2022-07-03', 'CC', 600, 360, 0),
(7, 'Nanded', 'Nashik', '2022-07-04', '2S', 160, 720, 0),
(7, 'Nanded', 'Nashik', '2022-07-04', 'CC', 600, 360, 0),
(7, 'Nanded', 'Nashik', '2022-07-13', '2S', 150, 720, 0),
(7, 'Nanded', 'Nashik', '2022-07-13', 'CC', 380, 240, 0),
(7, 'Nashik', 'Mumbai', '2022-06-29', '2S', 110, 840, 0),
(7, 'Nashik', 'Mumbai', '2022-06-29', 'CC', 240, 240, 0),
(7, 'Nashik', 'Mumbai', '2022-07-03', '2S', 100, 720, 0),
(7, 'Nashik', 'Mumbai', '2022-07-03', 'CC', 900, 360, 0),
(7, 'Nashik', 'Mumbai', '2022-07-04', '2S', 100, 720, 0),
(7, 'Nashik', 'Mumbai', '2022-07-04', 'CC', 300, 360, 0),
(7, 'Nashik', 'Mumbai', '2022-07-13', '2S', 120, 720, 0),
(7, 'Nashik', 'Mumbai', '2022-07-13', 'CC', 230, 240, 0),
(8, 'Aurangabad', 'Nanded', '2022-06-29', '2S', 110, 720, 0),
(8, 'Aurangabad', 'Nanded', '2022-06-29', 'CC', 210, 240, 0),
(8, 'Aurangabad', 'Nanded', '2022-07-03', '2S', 100, 720, 0),
(8, 'Aurangabad', 'Nanded', '2022-07-03', 'CC', 340, 360, 0);
INSERT INTO `classseats (`train_number`, `start_point`, `destination_point`, `journey_date`, `class_name`, `ticket_fare1`, `available_seats`, booked_seats) VALUES
(8, 'Aurangabad', 'Nanded', '2022-07-04', '2S', 90, 720, 0),
(8, 'Aurangabad', 'Nanded', '2022-07-04', 'CC', 300, 360, 0),
(8, 'Aurangabad', 'Nanded', '2022-07-13', '2S', 80, 720, 0),
(8, 'Aurangabad', 'Nanded', '2022-07-13', 'CC', 270, 240, 0),
(8, 'Mumbai', 'Aurangabad', '2022-06-29', '2S', 180, 720, 0),
(8, 'Mumbai', 'Aurangabad', '2022-06-29', 'CC', 370, 240, 6),
(8, 'Mumbai', 'Aurangabad', '2022-07-03', '2S', 160, 720, 0),
(8, 'Mumbai', 'Aurangabad', '2022-07-03', 'CC', 550, 360, 0),
(8, 'Mumbai', 'Aurangabad', '2022-07-04', '2S', 180, 720, 0),
(8, 'Mumbai', 'Aurangabad', '2022-07-04', 'CC', 600, 360, 0),
(8, 'Mumbai', 'Aurangabad', '2022-07-13', '2S', 160, 720, 0),
(8, 'Mumbai', 'Aurangabad', '2022-07-13', 'CC', 440, 240, 0),
(8, 'Mumbai', 'Nanded', '2022-06-29', '2S', 250, 720, 0),
(8, 'Mumbai', 'Nanded', '2022-06-29', 'CC', 540, 240, 6),
(8, 'Mumbai', 'Nanded', '2022-07-03', '2S', 220, 720, 0),
(8, 'Mumbai', 'Nanded', '2022-07-03', 'CC', 750, 360, 0),
(8, 'Mumbai', 'Nanded', '2022-07-04', '2S', 270, 720, 0),
(8, 'Mumbai', 'Nanded', '2022-07-04', 'CC', 900, 360, 0),
(8, 'Mumbai', 'Nanded', '2022-07-13', '2S', 240, 720, 0),
(8, 'Mumbai', 'Nanded', '2022-07-13', 'CC', 640, 240, 0),
(8, 'Mumbai', 'Nashik', '2022-06-29', '2S', 90, 720, 0),
(8, 'Mumbai', 'Nashik', '2022-06-29', 'CC', 190, 240, 6),
(8, 'Mumbai', 'Nashik', '2022-07-03', '2S', 80, 720, 0),
(8, 'Mumbai', 'Nashik', '2022-07-03', 'CC', 300, 360, 0),
(8, 'Mumbai', 'Nashik', '2022-07-04', '2S', 90, 720, 0),
(8, 'Mumbai', 'Nashik', '2022-07-04', 'CC', 300, 360, 0),
(8, 'Mumbai', 'Nashik', '2022-07-13', '2S', 80, 720, 0),
(8, 'Mumbai', 'Nashik', '2022-07-13', 'CC', 240, 240, 0),
(8, 'Nashik', 'Aurangabad', '2022-06-29', '2S', 100, 720, 0),
(8, 'Nashik', 'Aurangabad', '2022-06-29', 'CC', 200, 240, 6),
(8, 'Nashik', 'Aurangabad', '2022-07-03', '2S', 90, 720, 0),
(8, 'Nashik', 'Aurangabad', '2022-07-03', 'CC', 320, 360, 0),
(8, 'Nashik', 'Aurangabad', '2022-07-04', '2S', 90, 720, 0),
(8, 'Nashik', 'Aurangabad', '2022-07-04', 'CC', 300, 360, 0),
(8, 'Nashik', 'Aurangabad', '2022-07-13', '2S', 80, 720, 0),
(8, 'Nashik', 'Aurangabad', '2022-07-13', 'CC', 250, 240, 0),
(8, 'Nashik', 'Nanded', '2022-06-29', '2S', 190, 720, 0),
(8, 'Nashik', 'Nanded', '2022-06-29', 'CC', 410, 240, 6),
(8, 'Nashik', 'Nanded', '2022-07-03', '2S', 170, 720, 0),
(8, 'Nashik', 'Nanded', '2022-07-03', 'CC', 580, 360, 0),
(8, 'Nashik', 'Nanded', '2022-07-04', '2S', 180, 720, 0),
(8, 'Nashik', 'Nanded', '2022-07-04', 'CC', 600, 360, 0),
(8, 'Nashik', 'Nanded', '2022-07-13', '2S', 160, 720, 0),
(8, 'Nashik', 'Nanded', '2022-07-13', 'CC', 450, 240, 0),
(9, 'Latur', 'Panvel', '2022-06-29', '1A', 2000, 80, 0),
(9, 'Latur', 'Panvel', '2022-06-29', '2A', 1800, 160, 0),
(9, 'Latur', 'Panvel', '2022-06-29', '3A', 1400, 240, 0),
(9, 'Latur', 'Panvel', '2022-06-29', 'SL', 800, 332, 8),
(9, 'Latur', 'Panvel', '2022-07-13', '1A', 2000, 80, 0),
(9, 'Latur', 'Panvel', '2022-07-13', '2A', 1800, 160, 0),
(9, 'Latur', 'Panvel', '2022-07-13', '3A', 1400, 240, 0),
(9, 'Latur', 'Panvel', '2022-07-13', 'SL', 800, 340, 0),
(9, 'Latur', 'Pune', '2022-06-29', '1A', 1000, 80, 0),
(9, 'Latur', 'Pune', '2022-06-29', '2A', 900, 160, 0),
(9, 'Latur', 'Pune', '2022-06-29', '3A', 700, 240, 0),
(9, 'Latur', 'Pune', '2022-06-29', 'SL', 400, 332, 8),
(9, 'Latur', 'Pune', '2022-07-13', '1A', 1000, 80, 0),
(9, 'Latur', 'Pune', '2022-07-13', '2A', 900, 160, 0),
(9, 'Latur', 'Pune', '2022-07-13', '3A', 700, 240, 0),
(9, 'Latur', 'Pune', '2022-07-13', 'SL', 400, 340, 0),
(9, 'Nanded', 'Latur', '2022-06-29', '1A', 1000, 80, 0),
(9, 'Nanded', 'Latur', '2022-06-29', '2A', 900, 160, 0),
(9, 'Nanded', 'Latur', '2022-06-29', '3A', 700, 240, 0),
(9, 'Nanded', 'Latur', '2022-06-29', 'SL', 400, 332, 8),
(9, 'Nanded', 'Latur', '2022-07-13', '1A', 1000, 80, 0),
(9, 'Nanded', 'Latur', '2022-07-13', '2A', 900, 160, 0),
(9, 'Nanded', 'Latur', '2022-07-13', '3A', 700, 240, 0),
(9, 'Nanded', 'Latur', '2022-07-13', 'SL', 400, 340, 0),
(9, 'Nanded', 'Panvel', '2022-06-29', '1A', 3000, 80, 0),
(9, 'Nanded', 'Panvel', '2022-06-29', '2A', 2700, 160, 0),
(9, 'Nanded', 'Panvel', '2022-06-29', '3A', 2100, 240, 0),
(9, 'Nanded', 'Panvel', '2022-06-29', 'SL', 1200, 332, 8),
(9, 'Nanded', 'Panvel', '2022-07-13', '1A', 3000, 80, 0),
(9, 'Nanded', 'Panvel', '2022-07-13', '2A', 2700, 160, 0),
(9, 'Nanded', 'Panvel', '2022-07-13', '3A', 2100, 240, 0),
(9, 'Nanded', 'Panvel', '2022-07-13', 'SL', 1200, 340, 0),
(9, 'Nanded', 'Pune', '2022-06-29', '1A', 2000, 80, 0),
(9, 'Nanded', 'Pune', '2022-06-29', '2A', 1800, 160, 0),
(9, 'Nanded', 'Pune', '2022-06-29', '3A', 1400, 240, 0),
(9, 'Nanded', 'Pune', '2022-06-29', 'SL', 800, 332, 8),
(9, 'Nanded', 'Pune', '2022-07-13', '1A', 2000, 80, 0),
(9, 'Nanded', 'Pune', '2022-07-13', '2A', 1800, 160, 0),
(9, 'Nanded', 'Pune', '2022-07-13', '3A', 1400, 240, 0),
(9, 'Nanded', 'Pune', '2022-07-13', 'SL', 800, 340, 0),
(9, 'Pune', 'Panvel', '2022-06-30', '1A', 1000, 80, 0),
(9, 'Pune', 'Panvel', '2022-06-30', '2A', 900, 160, 0),
(9, 'Pune', 'Panvel', '2022-06-30', '3A', 700, 240, 0),
(9, 'Pune', 'Panvel', '2022-06-30', 'SL', 400, 340, 0),
(9, 'Pune', 'Panvel', '2022-07-14', '1A', 1000, 80, 0),
(9, 'Pune', 'Panvel', '2022-07-14', '2A', 900, 160, 0),
(9, 'Pune', 'Panvel', '2022-07-14', '3A', 700, 240, 0),
(9, 'Pune', 'Panvel', '2022-07-14', 'SL', 400, 340, 0),
(10, 'Aurangabad', 'Amritsar', '2022-06-29', '1A', 4000, 120, 0),
(10, 'Aurangabad', 'Amritsar', '2022-06-29', '2A', 3500, 240, 0),
(10, 'Aurangabad', 'Amritsar', '2022-06-29', '3A', 2600, 960, 0),
(10, 'Aurangabad', 'Amritsar', '2022-07-13', '1A', 4000, 120, 0),
(10, 'Aurangabad', 'Amritsar', '2022-07-13', '2A', 3500, 240, 0),
(10, 'Aurangabad', 'Amritsar', '2022-07-13', '3A', 2600, 960, 0),
(10, 'Aurangabad', 'Bhopal', '2022-06-29', '1A', 800, 120, 0),
(10, 'Aurangabad', 'Bhopal', '2022-06-29', '2A', 700, 240, 0),
(10, 'Aurangabad', 'Bhopal', '2022-06-29', '3A', 550, 960, 0),
(10, 'Aurangabad', 'Bhopal', '2022-07-13', '1A', 800, 120, 0),
(10, 'Aurangabad', 'Bhopal', '2022-07-13', '2A', 700, 240, 0),
(10, 'Aurangabad', 'Bhopal', '2022-07-13', '3A', 550, 960, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-06-29', '1A', 3200, 120, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-06-29', '2A', 2800, 240, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-06-29', '3A', 2200, 960, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-07-13', '1A', 3200, 120, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-07-13', '2A', 2800, 240, 0),
(10, 'Aurangabad', 'Chandigarh', '2022-07-13', '3A', 2200, 960, 0),
(10, 'Aurangabad', 'Delhi', '2022-06-29', '1A', 2400, 120, 0),
(10, 'Aurangabad', 'Delhi', '2022-06-29', '2A', 2100, 240, 0),
(10, 'Aurangabad', 'Delhi', '2022-06-29', '3A', 1650, 960, 0),
(10, 'Aurangabad', 'Delhi', '2022-07-13', '1A', 2400, 120, 0),
(10, 'Aurangabad', 'Delhi', '2022-07-13', '2A', 2100, 240, 0),
(10, 'Aurangabad', 'Delhi', '2022-07-13', '3A', 1650, 960, 0),
(10, 'Aurangabad', 'Jhansi', '2022-06-29', '1A', 1600, 120, 0),
(10, 'Aurangabad', 'Jhansi', '2022-06-29', '2A', 1400, 240, 0),
(10, 'Aurangabad', 'Jhansi', '2022-06-29', '3A', 1100, 960, 0),
(10, 'Aurangabad', 'Jhansi', '2022-07-13', '1A', 1600, 120, 0),
(10, 'Aurangabad', 'Jhansi', '2022-07-13', '2A', 1400, 240, 0),
(10, 'Aurangabad', 'Jhansi', '2022-07-13', '3A', 1100, 960, 0),
(10, 'Bhopal', 'Amritsar', '2022-06-30', '1A', 3200, 120, 0),
(10, 'Bhopal', 'Amritsar', '2022-06-30', '2A', 2800, 240, 0),
(10, 'Bhopal', 'Amritsar', '2022-06-30', '3A', 2200, 960, 0),
(10, 'Bhopal', 'Amritsar', '2022-07-14', '1A', 3200, 120, 0),
(10, 'Bhopal', 'Amritsar', '2022-07-14', '2A', 2800, 240, 0),
(10, 'Bhopal', 'Amritsar', '2022-07-14', '3A', 2200, 960, 0),
(10, 'Bhopal', 'Chandigarh', '2022-06-30', '1A', 2400, 120, 0),
(10, 'Bhopal', 'Chandigarh', '2022-06-30', '2A', 2100, 240, 0),
(10, 'Bhopal', 'Chandigarh', '2022-06-30', '3A', 1650, 960, 0),
(10, 'Bhopal', 'Chandigarh', '2022-07-14', '1A', 2400, 120, 0),
(10, 'Bhopal', 'Chandigarh', '2022-07-14', '2A', 2100, 240, 0),
(10, 'Bhopal', 'Chandigarh', '2022-07-14', '3A', 1650, 960, 0),
(10, 'Bhopal', 'Delhi', '2022-06-30', '1A', 1600, 120, 0),
(10, 'Bhopal', 'Delhi', '2022-06-30', '2A', 1400, 240, 0),
(10, 'Bhopal', 'Delhi', '2022-06-30', '3A', 1100, 960, 0),
(10, 'Bhopal', 'Delhi', '2022-07-14', '1A', 1600, 120, 0),
(10, 'Bhopal', 'Delhi', '2022-07-14', '2A', 1400, 240, 0),
(10, 'Bhopal', 'Delhi', '2022-07-14', '3A', 1100, 960, 0),
(10, 'Bhopal', 'Jhansi', '2022-06-30', '1A', 800, 120, 0),
(10, 'Bhopal', 'Jhansi', '2022-06-30', '2A', 700, 240, 0),
(10, 'Bhopal', 'Jhansi', '2022-06-30', '3A', 550, 960, 0),
(10, 'Bhopal', 'Jhansi', '2022-07-14', '1A', 800, 120, 0),
(10, 'Bhopal', 'Jhansi', '2022-07-14', '2A', 700, 240, 0),
(10, 'Bhopal', 'Jhansi', '2022-07-14', '3A', 550, 960, 0),
(10, 'Chandigarh', 'Amritsar', '2022-06-30', '1A', 800, 120, 0),
(10, 'Chandigarh', 'Amritsar', '2022-06-30', '2A', 700, 240, 0),
